giao diện đẹp\nkiểu dáng bắt mắt\nchạy chương trình khá luột\ncó thể tg thick với nhiều ứng dụng\n,,,,,,,,,,,,,,,,,,,
Chip lõi kép Qualcomm Snapdragon S4 hỗ trợ tối đa cho người sử dụng\n- pin 2.150mAh với thời lượng được cải thiện tới 40% so với smartphone Optimus LTE\n- Thiết kế về vỏ có sự pha trộn giữa nhựa, kính và kim loại tạo cảm giác an toàn\n,,,,,,,,,,,,,,,,,,
Đẹp thời trang\nsành điệu\n,,,,,,,,,,,,,,,,,,,
Xe nhỏ, kiểu dáng rất mạnh mẽ, đặc biệt nó phù hợp với cả phái mạnh và phái yếu. Tiết kiệm xăng, hộc đựng đồ rộng. Giá cả phải chăng phù hợp với đa số người tiêu dùng\n,,,,,,,,,,,,,,,,
tiện lợi,màng hình sáng bóng,cảm ứng nhạy,chạm nhẹ,lướt nhẹ,cấu hình cực mạnh,giá hợp lý\n,,,,,,,,,,,,,
hàng đẹp tốt, sử dụng cực kỳ nhạy, nhiều ứng dụng hay\n,,,,,,,,,,,,,,,,,
có cấu hình mạnh, đọ phân giải màng hình cao, nhiều chức năng\n,,,,,,,,,,,,,,,,,
cảm ứng đa điểm tốt máy tốt nhất dx cái chống nước rất la hay\n,,,,,,,,,,,,,,,,,,,
Đẹp, có nhiều tính năng hỗ trợ, điện thoại thông minh\n,,,,,,,,,,,,,,,,,
bất kì nam giới nào nhìn cũng no con mắt. quá nam tính mãnh mẽ với thiết kết sắc nét. cấu hình 3g 14.4 quả là lý tưởng cho những ai muốn chiếm lĩnh iternet tốc độ cao.\n,,,,,,,,,,,,,,,,,,,
Pin bền hơn so với nhiều máy khác khi chạy các ứng dụng rất tốn kém về pin.,,,,,,,,,,,,,,,,,,,
Kiểu dáng bắt mắt, năng động, màu sắc đơn giản mà đẹp, giá tương đối hợp lí.\nCó nhiều tính năng mong đợi với thị hiếu giới trẻ hiện nay.\n,,,,,,,,,,,,,,,,
Thiết kế sang trọng, mạnh mẽ\nCamera Ultrapixels hấp thu sáng gấp 3 lần\nCấu hình mạnh mẽ\nGiao diện Sense 5\nHệ thống loa ngoài stereo kép\n,,,,,,,,,,,,,,,,,,
Dong xe của san lấp đơn thuần, phát huy hiệu quả nhất ở đường bằng\n,,,,,,,,,,,,,,,,,,
xử lý dữ liệu nhanh, màn hình cảm ứng nhạy bén, giao diện đẹp mắt, dễ sử dụng, nhiều tính năng vượt trội,\n,,,,,,,,,,,,,,
-thiet ke chac chan\n-16m mau voi do phan giai cao\n-may anh 3.15 ho tro den flash\n-tinh nang giai tri va ung dung nhieu\n-3g wifi day du?\n,,,,,,,,,,,,,,,,,,,
thiết kế trẻ trung và sang trọng, giao diện đơn giản dễ sử dụng, màn hình hiển thị sắc nét, hiệu nang tốt cấu hình tốt , sử dụng mượt mà,\n,,,,,,,,,,,,,,
cấu hình máy tốt, giấ cả phù hợp với giới trẻ\n,,,,,,,,,,,,,,,,,,
nho gon de su dung doi voi nhung nguoi lan dau su dung dung dien thoai su dung 1200 la lua chon tot nhat boi 1200 man hinh ro cau hinh don dan de su dung\n,,,,,,,,,,,,,,,,,,,
Camera 5.0 nhưng khá nét, có LED hỗ trợ thì chụp hình buổi tối chẳng còn đáng lo.\nMáy cầm chắc chắn, cứng cáp\nCảm ứng tốt\n,,,,,,,,,,,,,,,,,
Màu sắc ấn tượng.chất lượng ảnh tốt,màu sắc rất đẹp,dễ sử dụng.\n,,,,,,,,,,,,,,,,,
Kiểu dáng trượt thời trang\nMáy ảnh 1.3 MP, hỗ trợ quay phim\nMáy nghe nhạc MP3/WMA/eAAC+\nĐài FM tích hợp\nKết nối Bluetooth, USB\n,,,,,,,,,,,,,,,,,
Xài tốt\n,,,,,,,,,,,,,,,,,,,
chụp rất nhạy, rõ nét và rất tiện lợi . Rất hợp với việc đi du lịch\n,,,,,,,,,,,,,,,,,,
màn hình rộng độ sáng khá tốt . ram 1 GB chạy được nhiều ứng dụng\n,,,,,,,,,,,,,,,,,,,
máy chạy mượt , sang trọng , cao cấp , Mạnh mẽ, đồ họa cao, công nghệ cảm ứng siêu đỉnh Mạnh mẽ, xử lý tốt một số ứng dụng đồ họa cao, công nghệ cảm ứng không chê vào đâu được.\n,,,,,,,,,,,,
Kiểu dáng mạnh mẽ, bàn phím ảo xài rất thoải mái, xem video rất rõ.\n,,,,,,,,,,,,,,,,,
máy cấu hình cũng khá cao\nchụp ảnh rất nét\npin rất bền và cảm ứng cũng rất mượt\n,,,,,,,,,,,,,,,,,,,
Pin sử dụng được lâu, Giá rẻ, không sợ bị giật, mất cũng không tiết. Dễ nhắn tin, nghe gọi rõ, rớt khó hỏng.\n,,,,,,,,,,,,,,
Kiểu dáng chắc chắn, mỏng nhẹ\nThời lượng sử dụng pin tốt\nHiệu suất hoạt động cao\nBàn phím tốt, có đèn nền\nHệ thống tản nhiệt tốt\nĐầy đủ kết nối\n,,,,,,,,,,,,,,,,,
Với Optimus 3D P920 này. Ưu điểm giá thành khá rẻ so với 1 số chiếc smart phone khác như Iphone, hay SS GLX SII. Tốc độ xử lí nhanh 2 camera có thể quay video 3D và có thể xem trực tiếp không cần kính.\nVới LG Về đồ họa dòng máy cảm ứng của LG không còn gì phải so đo cả. Phần cứng của LG thì quá ổn. Độ bền tùy vào người dùng. Nhưng trước giờ mình toàn dùng dòng LG rơi nhiều nhưng máy vẫn hoạt động trơn tru.\n,,,,,,,,,,,,,,,,,,
Cấu hình mạnh\n,,,,,,,,,,,,,,,,,,,
máy hiểm thị màn hình sắc nét, cảm ứng cực nhạy, cấu hình tốt nên máy hoạt động khá trơn tru mình thử chạy nhiều app và game và thấy máy vẫn trơn tru, thiết kế bắt mắt và nguyên khối, máy tích hợp hầu hết các tính năng cao cấp nhất, với kho ứng dụng không lồ, mình dùng camera để chụp và quay video thì thấy chất lượng cực tố, vì máy hỗ trợ khe cắm thẻ nhớ nên có thể mở rộng bộ nhớ lưu trữ và cài đặt, giá thành tốt, mình thử tải và cài các app và game nặng thấy máy vẫn trơn tru dù mình dùng liên tục, loa máy nghe to và rõ, sóng mạnh\n,,,,,,,,
-được trang bị những tính năng hỗ trợ chụp hình cao cấp\n-Canon EOS 5D Mark II có khả năng quay video Full HD 1080p (1.920 x 1080 pixel).\n-quay được tối đa 12 phút video 1080p.\n-được trang bị cổng ra audio stereo 3,5 mm, giúp người dùng thưởng thức những đoạn video mình quay được với âm thanh trong trẻo, đẳng cấp.\n-Cảm biến ảnh cỡ full-frame 35 mm đã được tăng độ phân giải lên mức 21 Megapixel\n-EOS 5D Mark II được trang bị bộ xử lý ảnh DIGIC IV\n-Màn hình LCD rộng 3 inch, độ phân giải 920.000 điểm ảnh, hỗ trợ tính năng ngắm ảnh sống\n,,,,,,,,,,,,,,
Với giá 500k thì có thể thêm 1 chút mua hẳn 8700 xài đã hơn nhiều\n7290 dùng thì cũng đc, nhưng khá cồng cềnh và nhiều lỗi, rất ức chế, đặc biệt là cái khoản sóng sánh,hôm nay mình đành từ biệt 1 con, 2 tháng tr'c mua 450k đấy,với giá 500k thì bạn có thể thêm 1 chút mua hẳn 8700 xài đã hơn nhiều\n, nhưng khá cồng cềnh và nhiều lỗi, rất ức chế, đặc biệt là cái khoản sóng sánh,hôm nay mình đành từ biệt 1 con, 2 tháng tr'c mua 450k đấy\n,,,,,,,,
máy mạnh, kiểu dáng trang nhã, thích hợp với phái nữ\n,,,,,,,,,,,,,,,,,
co dung cung dc\n,,,,,,,,,,,,,,,,,,,
Màn hình IPS LCD 5 inch tỷ lệ 4:3 độ sáng cao, duyệt web tốt hiển thị hình ảnh và màu sắc chính xác.\nCấu hình mạnh với chip xử lý lõi tứ mạnh mẽ.\nThời lượng pin lâu.\n,,,,,,,,,,,,,,,,,,
- Máy nhỏ, gọn\n- Nhiều tính năng\n- Zoom xa, ảnh tốt\n- Quay phim ổn định\n,,,,,,,,,,,,,,,,,
Màn hình IPS LCD 5 inch tỷ lệ 4:3 độ sáng cao, duyệt web tốt hiển thị hình ảnh và màu sắc chính xác.\nCấu hình mạnh với chip xử lý lõi tứ mạnh mẽ.\nThời gian pin lâu\n,,,,,,,,,,,,,,,,,,
* Nokia E72 sử dụng HĐH Symbian S60 3rd Edition Feature Pack 2 (version 9.3) được sử dụng lần đầu tiên trên Nokia N78, HĐH này tối ưu hóa tốc độ xử lý, tiế kiẹm năng lượng hơn, cải thiện xử lý đa ứng dụng, hỗ trợ cập nhập firmware qua OTA (cập nhập trực tiếp trên điện thoại)\n\n* Máy chụp ảnh độ phân giải 5 megapixel, hỗ trợ lấy nét tự động\n\n* Trình quản lý email trên Nokia E75/E55/E52 đã xuất hiện trên E72, điều mà người dùng Nokia E71 đang mong chờ. Nokia Email có giao diện quản lý chuyên nghiệp, tính năng phong phú, hỗ trợ hiển thị HTML, làm việc với file đính kèm tốt, hỗ trợ tự check mail thông minh như chủ động kết nối, lên lịch thời gian check... Với 3 bước thiết lập, những dịch vụ Email như GMail, Yahoo Mail, Hotmail, Ovi Mail... hỗ trợ Mail For Exchange, IBM Lotus Note Traveler. Ngoài ra Nokia còn cung cấp dịch vụ push-mail Nokia Messaging, hoạt động nhờ các máy chủ tại từng địa phương.\n\n* Bên cạnh Ovi Chat, một phần...\n,
máy có thiết kế chau chuốt trẻ trung, máy cầm chắc tay , nguyên khồi, máy có màn hình độ phân giải cao, hiển thị sắc nét, cảm ứng cực nhạy, giao diện đơn giản thông minh của Android, kho ứng dụng khổng lồ phong phú, cấu hình máy quá cao so với số tiển sở hữu máy, hiệu năng cao, chạy đa nhiệm tốt, camera cho chất lượng ảnh và video khá tốt, bộ nhớ máy cao có thể mở rộng qua khe cắm thẻ, pin cho thời lượng khá tốt, độ phân giải màn hình cao, tích hợp đầy đủ chức năng của 1 siêu smart phone,,,,
thiết kế đẹp, nhiều tính năng\ntrình duyệt web rất tốt\n,,,,,,,,,,,,,,,,,,
Màn hình 4,7 HD hiển thị đẹp, sắc nét\n- Thiết kế nguyên khối chất liệu Polycarbonate bền, hạn chế bẩn\n- Tính năng chụp ảnh tốt, nhanh và thú vị với Image Sense\n- Âm thanh Beats Audio với nhiều hiệu ứng âm thanh\n- Giao diện HTC Sense 4.0 nhẹ, mượt mà\n- Chạy Android 4.0 Ice Cream Sandwich\n- Tích hợp NFC\n,,,,,,,,,,,,,,
gọn nhẹ, tốc độ truy cập nhanh\ngiá cả phải chăng\nmẩu mã đẹp,nhìn nét\n,,,,,,,,,,,,,,,,,
- Cấu hình mạnh như laptop core i5 thế hệ mới, bộ nhớ trong lớn có thể mở rộng bằng thẻ nhớ. Mình thích cấu hình máy như vậy.\n- máy chạy HĐH mới nhất và lướt web thoải mái, nhanh chóng.\nCamera độ phân giải cao nhất trên thị trường smartphone Android với 20.7MP.\nThiết kế nguyên khối, sang trọng, đẹp mắt.\nBộ xử lý khủng Qualcomm Snapdragon 800 cho tốc độ lên đến 2.2GHz.\nChống nước, chống bụi hiệu quả theo tiêu chuẩn IP55/IP58.\nMàn hình lớn 5inch chất lượng cực nét nhờ công nghệ sản xuất màn hình cao cấp.\nCamera độ phân giải cao nhất trên thị trường smartphone Android với 20.7MP.\nThiết kế nguyên khối, sang trọng, đẹp mắt.\nBộ xử lý khủng Qualcomm Snapdragon 800 cho tốc độ lên đến 2.2GHz.\nChống nước, chống bụi hiệu quả theo tiêu chuẩn IP55/IP58.\n,,,,,,,,,,,
giá rẻ ,tốt, nhỏ gọn\n,,,,,,,,,,,,,,,,,
màu sắc có vẻ cá tính, mạnh mẽ, tôi thích hàng của Sony hơn các hãng khác về độ uy tín và chất lượng của sản phẩm\n,,,,,,,,,,,,,,,,,
Thiết kế đẹp, máy chạy nhanh, giao diện dễ sử dụng.\n,,,,,,,,,,,,,,,,,
-Độ sắc nét và chi tiết của hình ảnh tốt\n-Khử nhiễu ở ISO cao tốt\n-Kiểu dáng đẹp, hoài cổ và chắc chắn\n-Chế độ lấy nét tay độc đáo và thú vị\n-Các bộ lọc màu phim cho màu sắc hấp dẫn\n-Ống kính độ mở lớn, góc rộng\n,,,,,,,,,,,,,,,,,
đẹp," giá cả hợp cho người \đơn giản\""\n""",,,,,,,,,,,,,,,,,,
Xóa phông tốt, ánh sáng yếu nhìn hình vẫn mượt mà, màu sắc đẹp như dòng ống kính L, boke đẹp khi ở khẩu 1.8\nChụp ở điều kiện thiếu sáng (hình nghệ thuật) tạo hiệu quả mạnh\nGiá thành rẻ, nếu biết khai thác ống kính này thì vẫn tiết kiệm chi phí mà vẫn có hình đep.\nThiết kế gọn,chắc phù hợp với các bạn mới vào chơi ống Fix\n,,,,,,,,,,,,,,
Cảm ứng nhạy\nNghe nhạc hay\nChụp ảnh đẹp\nKiểu dáng cũng tương đối\nCảm ứng điện dung có độ nhạy tốt\nBộ nhớ trong lớn 16 GB\nCài sẵn nhiều ứng dụng hỗ trợ âm nhạc\nPin dung lượng cao\nLoa ngoài stereo chất lượng cao\nTrình duyệt web hỗ trợ Flash Lite 3.0 cho phép xem video Youtube trực tiếp trên trình duyệt và nghe nhạc, xem phim trên các trang giải trí online.\n,,,,,,,,,,,,,,,,,,
Màn hình siêu đẹp True HD IPS 4,8″, độ phân giải 1.280 x 720 pixel, với màn hình IPS cực kỳ sắc nét, màu sắc hiển thị chuẩn và được đánh giá cao hơn Amoled của samsung\n- Ram 1GB chạy thoải mái mượt mà các game nặng nhất hiện nay\n- Máy ảnh chỉ có 8Mpx & quay phim FullHD 1080p\n- Kết nối không dây cao cấp như Wifi chuẩn N, Bluetooth 4.0, NFC … thật tuyệt để kết nối bạn bè mọi lúc mọi nơi\n- Bộ nhớ trong của điện thoại Sky A830k đã lên tới 16Gb có khe cắm thẻ nhớ mở rộng Micro Sd lên tới 32Gb .,,,,,,,,,,,,,
Xe nhập khẩu nên chất lượng cao, máy 7.545cc khỏe tải nặng tốt, lốp 8.25 lớn chịu tải và cân bằng tốt, đà dọc U100, sàn thép tấm dày 3mm cho kết cấu cứng và bền vững, tay khóa bản lề bằng INOX tạo sự sang trọng, bắt mắt. Dàn gầm được cấu tạo bằng lá nhíp hợp kim bán nguyệt và ống giảm chấn thủy lực 2 chiều tạo cảm giác êm ái cho tài xế và hàng hóa.\n,,,,,,,,,,,,,
mới,đẹp\n,,,,,,,,,,,,,,,,,,
Hỗ trợ 4 dải tần GSM and và 3 dải tần 3G\nHSDPA với tốc độ 21 Mbps và 5.76 Mbps HSUPA\nMàn hình cảm ứng điện dung IPS LCD 4.3\ 16 triệu màu độ phân giải 480 x 800 pixels,,,,,,,,,,,,,,,,,,,
màn hinh cảm ứng mượt,, hệ điều hành dùng tốt, chụp ảnh khỏi chê\n,,,,,,,,,,,,,,,,
thiết kế vỏ kim loại sáng bóng\nam thanh to rõ\n,,,,,,,,,,,,,,,,,,,
Rất phù hợp cho các doanh nhân.\n,,,,,,,,,,,,,,,,,,,
thiết kế đơn giản, dễ sử dụng,\n,,,,,,,,,,,,,,,,,
giá vừa túi tiền đẹp rất nam tính\n,,,,,,,,,,,,,,,,,,,
Đầy đủ chức năng mà k có lỗi lặt vặt. Đặc biệt là chụp hình rất đẹp.\nỨng dụng gốc rất đầy đủ và tiện lợi.\nGiá rất rẻ. Phù hợp cho học sinh.\nCách quản lí sắp xếp của điện thoại này rất thông minh và dễ chịu. Không gây nhàm chán. Giống như một smartphone.\n,,,,,,,,,,,,,,,,,,,
lướt web nhanh\n,,,,,,,,,,,,,,,,,,,
Máy có kiểu dáng nhỏ gọn và có kết cấu chất lượng, chắc chắn\nLướt Wep tốt hơn các dòng điện thoại thông thường\nKiểu dáng được phù hợp với doanh nhân\nCó màn hình cảm ứng thuận tiện hơn các phiên bản cũ\nĐộ phân giải cao và màu sắc đẹp\n,,,,,,,,,,,,,,,,,,
Giá rẻ, màu sắc đẹp, có thể thay theo sở thích, hỗ trợ sạc không dây, màn hình sáng, bền, pin lâu- Chụp ảnh cực đẹp với Smart Shoot. Soạn thảo, chỉnh sửa tài liệu với bộ Microsoft Office và Outlook đầy đủ.Tìm đường đi ngắn nhất với ứng dụng HERE City Lens.\nCập nhật thông tin liên tục thông qua màn hình chính với Live Tiles.\n,,,,,,,,,,,,
Vỏ nhôm cực đẹp cực sang trọng, màu đậm dần từ dưới lên trên :))\n-Màn qHD thế hệ mới nên rất nét, k thua HD là mấy, độ tương phản màu tốt\n-Camera rất đẹp\n-Giá thành rẻ hơn OneX nhưng k thua là mấy, Chíp S4 hiệu năng rất cao\n-Giao diện Sense 4 cực đẹp cực mượt, tối ưu tốt, xem video đc hơn 9 tiếng đồng hồ\n,,,,,,,,,,,,,
Thiết kế nhỏ gọn, phù hợp đựng trong túi. Kiểu dáng đẹp. Màu đen nam tính, rất phù hợp với nam thanh niên. Phù hợp túi tiền sinh viên. Nếu bạn nào làm đồ án luận văn liên quan đến Android thì chọn máy này là OK nhất!\n,,,,,,,,,,,,,,,,,
mẫu đẹp, màn hình rộng, nhiều chức năng, hình ảnh ok\n,,,,,,,,,,,,,,,,
tiếng êm\n,,,,,,,,,,,,,,,,,,,
- Phần phía trên được làm bằng nhôm, nhìn sang trọng bắt mắt, mỗi tội ở dưới và nắp lưng bằng nhựa !\n- Đèn màn hình sáng\n- Máy ảnh 2.0 khá ổn để có những bức ảnh vừa phải, và có cả đèn flash nữa, tí quên :D\n- Bộ nhớ trong 1Gb, chứa tin nhắn thì thừa đủ không lo phải xóa, cũng để được 1 số bài hát để nghe nhạc mp3\n- Loa ngoài có 1 loa nên chất lượng nghe nhạc không tốt\n- Nền tảng s40 của nokia dùng đơn giản dễ sử dụng\n,,,,,,,,,,,,,
Nghe nhạc chuẩn, chụp hình nét, giá cả phù hợp, mẫu mã cũng tương đối đẹp.\n,,,,,,,,,,,,,,,,
ava cực mạnh,chạy đa nhiệm như S60 của Nokia,Bộ nhớ trong lớn 280M,Màn hình rất đẹp,ăn đứt Nokia cùng giá(Nokia tầm giá này màn hình xấu,bị tán sắc ánh sáng...)Có 3g HSPA 2100 tốc độ 7.2mb,,Camera cho chất lượng hình ảnh rất tốt,Mình đang dùng camera hơn hẳn cái mác 2mp của nó,nghe nhạc có megabass,nghe tai nghe chính hãng rất hay...\n,,,,,,,,,
Bộ xử lý tốc độ nhanh (1GHz), màn hình 4-inch hiển thị Super AMOLED, độ phân giải cao\nmáy ảnh 5.0 tốt, hỗ trợ quay video 720p, giao diện menu chính trực quan, sở hữu bộ nhớ 16GB (2GB dành riêng cho các ứng dụng), Hỗ trợ cuộc gọi video\n- Xử lý nhanh & mượt khi chơi Game, cấu hình tốt\n- Camera 5.0, chụp ảnh đẹp, quay phim HD\n-lướt web nhanh\n,,,,,,,,,,
- Máy có độ bền cao, nhiều tính năng ưu việt, cho chất lượng ảnh sắc nét. Có độ zoom quang vượt trội hơn so với các dòng máy khác.\n- Giá cả hợp lý cho một máy ảnh tốt.\n- Tính năng điều chỉnh bằng tay khá linh hoạt, kính ngắm quang tốt. Với chế độ chống rung sẽ cho ảnh tốt hơn khi di chuyển chụp hình.\n- Tốc độ chụp nhanh, cảm biến nhạy.\n,,,,,,,,,,,,,,,
rất đẹp và sang trọng,nhiều tính năng phụ trợ\n,,,,,,,,,,,,,,,,,,
thiết kế tinh sảo, đẹp mắt độ phân giải cao, màn hình có độ sắc nét tốt. cảm nhận trên máy tinh tế, màn hình cảm ứng mượt mà làm người dùng có cảm giác thoải mái thích thú với việc sử dụng chiếc điện thoại trên tay và nó còn mang đậm sự sang trọng quý phái ngoài ra máy còn đươc trang bị máy ảnh 12.5 chứng tỏ sự vượt trội về hình ảnh khi chụp\n,,,,,,,,,,,,,,,,
theo mình thấy thì giá rẻ là ưu điểm duy nhất của máy\n,,,,,,,,,,,,,,,,,,,
giá thành rất hợp lý, màu sắc bắt mắt, thích hợp nhất cho các chị em phụ nữ\n,,,,,,,,,,,,,,,,,
pin xai duoc lau\nkieu dang kha dep\ngia ca vua phai\nlen web kha on\n,,,,,,,,,,,,,,,,,,,
- Kiểu dáng thời trang, nhỏ gọn vừa phải, màn hình sắc nét , phím bấm nổi rất tiện lợi cho việc nhắn tin, lướt web...\n- Tốc độ truy cập web nhanh, khi dùng điện thoại làm modem để truy cập internet bằng máy tính cũng cho tốc độ lướt web nhanh chóng\n,,,,,,,,,,,,,,
giá cả hợp lý, hãng Sony nổi tiếng về chất lượng, chụp ảnh cực nét.\ncon này kiểu dáng cũng đẹp đấy chứ.hii\n,,,,,,,,,,,,,,,,,
Thiết kế sang trọng, đẹp.\n- Độ nhạy của màn hình rất tốt\n- Xử lý nhanh\n- Hỗ trợ nhiều tính năng cho người dùng\n- Giá cả hợp lý\n,,,,,,,,,,,,,,,,,,
xử lý nhanh, lưu file nhanh, khi chép vào máy vi tính cũng rất nhanh so với thẻ SD\n,,,,,,,,,,,,,,,,,
Xài ngon hơn ifone nhiều\n,,,,,,,,,,,,,,,,,,,
Siri, Camera 8 chấm, tốc độ nhanh, quay phim đỉnh\n,,,,,,,,,,,,,,,,
độ phân giải cao\n,,,,,,,,,,,,,,,,,,,
- Cảm ứng mượt, cấu hình mạnh\n- Giá cả phải chăng\n- Chất lượng âm thanh tốt, nghe nhạc hay\n,,,,,,,,,,,,,,,,,
Màn hình đẹp, cảm ứng nhạy.\nNhiều tính năng hay từ Nokia.\nBộ xử lý có hiệu năng tốt.\n,,,,,,,,,,,,,,,,,,
Trượt ngang cá tính, kiểu dáng lịch lãm cho phái nam.Thêm 1 ưu điểm vượt truột là có giá ở phía sau.\n,,,,,,,,,,,,,,,,,,
chạy nhanh\n,,,,,,,,,,,,,,,,,,,
+ Chụp hình 5MP với tính năng nhận diện nụ cười và khuôn mặt, hỗ trợ quay video HD 720p ở tốc độ 30fps.\n+ Bộ nhớ lưu trữ thoải mái: 2 phiên bản 8G và 16G, lại còn hộ trợ cả thẻ nhớ ngoài 32G.\n+ Lithium-Ion 1500 mAh. Theo nhà sản xuất, nó cung cấp thời gian đàm thoại lên đến 6,5h, thời gian chờ 350h.\n+ Trang bị kết nối Bluetooth 3.0 và Wi-Fi chuẩn b/g/n.\n+ Thiết kế của Galaxy S khá bắt mắt, cầm trên tay nhìn khỏe khoắn và lớp nhựa bóng với họa tiết cũng được đánh giá cao.\n,,,,,,,,,,,,,
